300.01	0
299.998	10
299.997	20
300.002	30
300.052	40
300.049	50
300.066	60
300.088	70
300.15	80
300.138	90
300.152	100
300.141	110
300.084	120
300.086	130
300.042	140
300.034	150
300.006	160
299.996	170
300.003	180
299.924	190
299.751	200
299.928	210
300.459	220
301.007	230
300.58	240
299.927	250
299.637	260
299.876	270
299.995	280
300.037	290
300.043	300
300.047	310
300.069	320
300.126	330
300.136	340
300.195	350
300.211	360
300.219	370
300.19	380
300.184	390
300.154	400
300.098	410
300.094	420
300.071	430
300.079	440
300.044	450
300.002	460
300.022	470
299.994	480
300.001	490
299.984	500
299.998	510
299.99	520
299.984	530
300.033	540
300.015	550
300.009	560
299.972	570
300.003	580
299.995	590
299.993	600
300.01	610
300.004	620
300.008	630
300.01	640
299.986	650
300.008	660
300.006	670
299.994	680
300.013	690
300.014	700
299.991	710
300.018	720
300.002	730
300.01	740
299.995	750
299.994	760
300.012	770
299.993	780
300.001	790
299.981	800
300.021	810
300.023	820
299.997	830
300.047	840
300.035	850
299.989	860
300.012	870
300.018	880
300.023	890
300.01	900
299.997	910
300.046	920
300.009	930
300.01	940
300.016	950
300.03	960
300.026	970
300.079	980
300.122	990
300.159	1000
300.153	1010
300.167	1020
300.158	1030
300.085	1040
300.05	1050
300.066	1060
300.035	1070
300.038	1080
300.003	1090
300.015	1100
299.983	1110
299.84	1120
299.821	1130
300.299	1140
300.902	1150
300.809	1160
300.076	1170
299.685	1180
299.776	1190
299.988	1200
300.062	1210
300.056	1220
300.065	1230
300.074	1240
300.11	1250
300.122	1260
300.154	1270
300.2	1280
300.212	1290
300.246	1300
300.197	1310
300.158	1320
300.137	1330
300.126	1340
300.061	1350
300.066	1360
300.05	1370
300.021	1380
300.016	1390
300.009	1400
300.028	1410
300.02	1420
300.036	1430
300.022	1440
300.013	1450
300.02	1460
300.025	1470
299.983	1480
300.003	1490
300.0	1500
300.064	1510
300.006	1520
300.004	1530
300.029	1540
299.988	1550
300.02	1560
300.036	1570
300.025	1580
300.036	1590
300.034	1600
300.012	1610
300.014	1620
299.99	1630
300.008	1640
300.044	1650
299.993	1660
300.022	1670
300.017	1680
300.026	1690
300.006	1700
300.007	1710
300.021	1720
300.011	1730
300.015	1740
300.05	1750
300.063	1760
300.051	1770
300.033	1780
300.03	1790
300.025	1800
300.019	1810
300.013	1820
300.023	1830
300.038	1840
299.992	1850
300.011	1860
300.017	1870
300.012	1880
300.032	1890
300.072	1900
300.127	1910
300.151	1920
300.188	1930
300.171	1940
300.123	1950
300.144	1960
300.077	1970
300.071	1980
300.04	1990
300.057	2000
300.031	2010
300.045	2020
300.015	2030
299.915	2040
299.793	2050
300.114	2060
300.796	2070
300.984	2080
300.302	2090
299.745	2100
299.718	2110
299.953	2120
300.005	2130
300.043	2140
300.052	2150
300.078	2160
300.121	2170
300.144	2180
300.175	2190
300.22	2200
300.198	2210
300.214	2220
300.21	2230
300.199	2240
300.127	2250
300.121	2260
300.104	2270
300.057	2280
300.046	2290
300.016	2300
300.045	2310
299.978	2320
300.065	2330
300.034	2340
300.015	2350
300.023	2360
300.037	2370
300.022	2380
300.028	2390
300.022	2400
300.021	2410
299.997	2420
300.042	2430
299.998	2440
300.017	2450
300.01	2460
300.049	2470
300.013	2480
299.998	2490
300.026	2500
299.998	2510
300.03	2520
299.994	2530
300.039	2540
300.022	2550
300.022	2560
299.996	2570
300.027	2580
300.018	2590
300.008	2600
300.004	2610
300.019	2620
299.996	2630
300.021	2640
299.984	2650
300.047	2660
300.014	2670
300.023	2680
299.993	2690
299.999	2700
299.973	2710
300.019	2720
300.017	2730
300.016	2740
300.016	2750
300.032	2760
300.025	2770
300.03	2780
300.028	2790
300.013	2800
300.032	2810
300.091	2820
300.113	2830
300.138	2840
300.119	2850
300.172	2860
300.165	2870
300.149	2880
300.095	2890
300.081	2900
300.019	2910
300.032	2920
300.037	2930
